order_id,customer_id,order_status,order_purchase_timestamp,Pedido em aprovação,order_approved_at,Separando o pedido,order_delivered_carrier_date,Pedido em transporte,order_delivered_customer_date,delivery_time,delivery_time_model,product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_zip_code_prefix,seller_city,seller_state,payment_sequential,payment_type,payment_installments,payment_value,customer_unique_id,customer_zip_code_prefix,order_id.2,order_item_id,product_id.1,seller_id.1,shipping_limit_date,price,freight_value,distance_meters,duration_seconds
001021efaa8636c29475e7734483457d,2dfbf74859104caf100df3720a1d833d,delivered,2018-02-27 09:27:14,0.01,2018-02-27 09:35:41,0.51,2018-02-27 21:43:46,8.93,2018-03-08 20:06:33,9.44,23.61,5d7c23067ed3fc8c6e699b9373d5890b,fashion,250.0,16.0,2.0,20.0,6560211a19b47992c3666cc44a7e94c0,05849000,sao paulo,SP,1.0,credit_card,3.0,64.1,2193383c470dc9cec894ce78afd0ebd6,86870000,001021efaa8636c29475e7734483457d,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,2018-03-05 09:35:41.000,49.0,15.1,,
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,delivered,2018-03-23 19:48:26,0.01,2018-03-23 20:07:49,3.06,2018-03-26 21:38:48,0.72,2018-03-27 14:51:47,3.79,12.17,553e0e7590d3116a072507a3635d2877,cama_mesa_banho,800.0,20.0,20.0,20.0,1c129092bf23f28a5930387c980c0dfc,02972000,sao paulo,SP,1.0,credit_card,1.0,56.78,860fc00d3154ce2346c43ebe47b9b6ce,04679000,000e63d38ae8c00bbcb5a30573b99628,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,2018-03-29 20:07:49.000,47.9,8.88,29683,2716
000e906b789b55f64edcb1f84030f90d,6a3b2fc9f270df258605e22bef19fd88,delivered,2017-11-21 18:54:23,0.01,2017-11-21 19:09:02,1.07,2017-11-22 20:46:54,16.86,2017-12-09 17:27:23,17.94,15.21,57d79905de06d8897872c551bfd09358,telefonia,300.0,17.0,4.0,12.0,ea8482cd71df3c1969d7b9473ff13abc,04160000,sao paulo,SP,1.0,credit_card,3.0,33.84,3588484a539617d91500764822230fb6,18900000,000e906b789b55f64edcb1f84030f90d,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,2017-11-27 19:09:02.000,21.99,11.85,351524,14662
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,delivered,2018-01-16 21:43:23,0.01,2018-01-16 21:51:25,7.01,2018-01-23 22:08:06,3.0,2018-01-26 22:14:02,10.02,29.09,c389f712c4b4510bc997cee93e8b1a28,fashion,2965.0,41.0,27.0,34.0,bfd27a966d91cfaafdb25d076585f0da,13930000,serra negra,SP,1.0,credit_card,2.0,315.33,02daaa0e021d624d1784c4ea5cc84ace,01033000,0011d82c4b53e22e84023405fb467e57,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,2018-01-29 21:51:25.000,289.0,26.33,149119,9563
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,2017-03-23 12:21:17,0.03,2017-03-23 13:05:42,3.83,2017-03-27 08:58:04,11.27,2017-04-07 15:32:47,15.13,27.49,1c0c0093a48f13ba70d0c6b0a9157cb7,moveis,2500.0,47.0,21.0,41.0,41b39e28db005d9731d9d485a83b4c38,09220000,santo andre,SP,1.0,credit_card,1.0,135.41,7ac26eac431c6848694a2de6f0327524,75123000,00125cb692d04887809806618a2a145f,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,2017-03-29 13:05:42.000,109.9,25.51,,
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,2017-11-24 16:50:38,0.57,2017-11-25 06:30:55,3.55,2017-11-28 19:43:52,12.98,2017-12-11 19:12:55,17.1,23.3,672e757f331900b9deea127a2a7b79fd,agro_industria_e_comercio,2650.0,30.0,30.0,20.0,e59aa562b9f8076dd550fcddf0e73491,82810000,curitiba,PR,1.0,boleto,1.0,421.65,38c3bc2d6df03905e3e8d3d5b079acf4,22790000,00137e170939bba5a3134e2386413108,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,2017-11-30 06:30:55.000,397.0,24.65,858701,39642
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,delivered,2017-08-06 00:42:49,0.99,2017-08-07 00:35:12,0.86,2017-08-07 21:12:34,8.85,2017-08-16 17:29:59,10.7,24.97,21b1c2f67a9aafb5af0eb06c13b9dbda,esporte_lazer,9800.0,105.0,15.0,28.0,c864036feaab8c1659f65ea4faebe1da,83605000,campo largo,PR,1.0,credit_card,6.0,236.88,13df7b623839b4edc579ee40279d57c8,26263000,00119ff934e539cf26f92b9ef0cdfed8,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,2017-08-11 00:35:12.000,219.9,16.98,,
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,delivered,2017-12-05 23:40:59,1.15,2017-12-07 03:16:36,0.82,2017-12-07 22:59:30,12.99,2017-12-20 22:46:28,14.96,22.01,38afdf723b95d455b418a0f57d623c6b,moveis,2500.0,34.0,6.0,28.0,1554a68530182680ad5c8b042c3ab563,37580000,monte siao,MG,1.0,boleto,1.0,137.22,1544f85dff3797491b60f2a5241d14c1,06160000,0013503b13da1eac686219390b7d641b,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,2017-12-13 03:16:36.000,119.9,17.32,205185,10304
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:43,0.03,2017-10-16 16:07:52,0.29,2017-10-16 23:04:43,10.82,2017-10-27 18:43:56,11.13,20.35,e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,180.0,17.0,11.0,14.0,a17f621c590ea0fab3d5d883e1630ec6,18055000,sorocaba,SP,1.0,credit_card,1.0,109.29,bb8a37225e0279ac8a274c9765617eaf,74663000,00143d0f86d6fbd9f9b38ab440ac16f5,1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52.000,21.33,15.1,,
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,2018-04-07 18:51:22,0.01,2018-04-07 19:08:28,2.18,2018-04-09 23:29:32,16.01,2018-04-25 23:38:41,18.2,32.21,28b4eced95a52d9c437a4caf9d311b95,moveis,750.0,69.0,11.0,11.0,77530e9772f57a62c906e1c21538ab82,80310000,curitiba,PR,1.0,credit_card,1.0,83.25,2ada69d1c5528233e3d9aa3f1d8da1b1,38304000,001427c0ec99cf8af737bd88e92fd444,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-04-12 19:08:28.000,59.9,23.35,1020494,47698
0010b2e5201cc5f1ae7e9c6cc8f5bd00,57ef317d4818cb42680fc9dfd13867ce,delivered,2017-09-11 17:39:33,0.02,2017-09-11 18:04:37,0.96,2017-09-12 17:02:57,10.85,2017-09-23 13:21:21,11.82,15.26,5a419dbf24a8c9718fe522b81c69f61a,cool_stuff,1800.0,34.0,5.0,34.0,3504c0cb71d7fa48d967e0e4c94d59d9,09350000,maua,SP,1.0,credit_card,3.0,65.5,e883f26917e2095c439f70c2cf8c914b,22461000,0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,2017-09-15 18:04:37.000,48.9,16.6,458933,20746
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:43,0.03,2017-10-16 16:07:52,0.29,2017-10-16 23:04:43,10.82,2017-10-27 18:43:56,11.13,20.35,e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,180.0,17.0,11.0,14.0,a17f621c590ea0fab3d5d883e1630ec6,18055000,sorocaba,SP,1.0,credit_card,1.0,109.29,bb8a37225e0279ac8a274c9765617eaf,74663000,00143d0f86d6fbd9f9b38ab440ac16f5,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52.000,21.33,15.1,,
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:43,0.03,2017-10-16 16:07:52,0.29,2017-10-16 23:04:43,10.82,2017-10-27 18:43:56,11.13,20.35,e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,180.0,17.0,11.0,14.0,a17f621c590ea0fab3d5d883e1630ec6,18055000,sorocaba,SP,1.0,credit_card,1.0,109.29,bb8a37225e0279ac8a274c9765617eaf,74663000,00143d0f86d6fbd9f9b38ab440ac16f5,3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52.000,21.33,15.1,,
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,2017-05-22 13:49:03,0.56,2017-05-23 03:15:24,6.24,2017-05-29 09:04:02,9.2,2017-06-07 13:52:52,16.0,21.42,23365beed316535b4105bd800c46670e,telefonia,350.0,19.0,4.0,11.0,92eb0f42c21942b6552362b9b114707d,03504000,sao paulo,SP,1.0,boleto,1.0,30.6,8e5a8d9363eb6296154b65750c8702ca,83325000,0014ae671de39511f7575066200733b7,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017-05-29 03:15:24.000,16.5,14.1,416930,20114
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,delivered,2018-01-16 09:26:39,0.76,2018-01-17 03:35:47,0.55,2018-01-17 16:46:04,6.15,2018-01-23 20:19:04,7.45,21.61,b10eba910a974df70b8a12d0665cdb9e,cama_mesa_banho,550.0,51.0,4.0,41.0,a3e9a2c700480d9bb01fba070ba80a0e,14940000,ibitinga,SP,1.0,boleto,1.0,55.11,577edb526f98771b20d6db4a51d79423,22775000,00169e31ef4b29deaae414f9a5e95929,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-23 03:35:47.000,39.0,16.11,,
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,2018-01-14 09:01:36,0.01,2018-01-14 09:11:24,3.57,2018-01-17 22:56:36,14.9,2018-02-01 20:29:51,18.48,31.62,50fd2b788dc166edd20512370dac54df,informatica_acessorios,150.0,30.0,10.0,20.0,8b321bb669392f5163d04c59e235e066,01212000,sao paulo,SP,1.0,credit_card,1.0,37.0,2e0daa38f7fd081ddcda32d972e5ec50,85948000,0015ebb40fb17286bea51d4607c4733c,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,2018-01-18 09:11:24.000,21.9,15.1,,
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,delivered,2018-03-06 06:40:28,0.01,2018-03-06 06:50:26,0.77,2018-03-07 01:20:05,9.89,2018-03-16 22:34:53,10.66,35.72,28b4eced95a52d9c437a4caf9d311b95,moveis,750.0,69.0,11.0,11.0,77530e9772f57a62c906e1c21538ab82,80310000,curitiba,PR,1.0,credit_card,7.0,79.85,d02e64b28b7c386aab81bb6ce148799a,37580000,0019c29108428acffd089c36103c9440,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-03-12 06:50:26.000,59.9,19.95,601310,29008
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,2018-02-06 19:11:57,1.0,2018-02-07 19:10:37,0.94,2018-02-08 17:44:13,7.22,2018-02-15 22:57:01,9.16,23.2,c6dd917a0be2a704582055949915ab32,cool_stuff,1200.0,42.0,25.0,15.0,7a67c85e85bb2ce8582c35f2203ad736,03426000,sao paulo,SP,1.0,credit_card,2.0,113.71,eb2568a7ba9b2ca9bf1f818a8dea82ce,12530000,001862358bf858722e1e2ae000cfed8b,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2018-02-13 19:10:37.000,99.99,13.72,231848,10794
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27 00:38:47,1.08,2017-12-28 02:33:42,0.65,2017-12-28 18:09:35,20.11,2018-01-17 20:43:29,21.84,32.97,0b0172eb0fd18479d29c3bc122c058c2,informatica_acessorios,150.0,22.0,13.0,15.0,5656537e588803a555b8eb41f07a944b,72015000,brasilia,DF,1.0,boleto,1.0,127.56,d1f24d1d504e27bee13b415e40daeab0,40055000,001ab0a7578dd66cd4b0a71f5b6e1e41,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42.000,24.89,17.63,,
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27 00:38:47,1.08,2017-12-28 02:33:42,0.65,2017-12-28 18:09:35,20.11,2018-01-17 20:43:29,21.84,32.97,0b0172eb0fd18479d29c3bc122c058c2,informatica_acessorios,150.0,22.0,13.0,15.0,5656537e588803a555b8eb41f07a944b,72015000,brasilia,DF,1.0,boleto,1.0,127.56,d1f24d1d504e27bee13b415e40daeab0,40055000,001ab0a7578dd66cd4b0a71f5b6e1e41,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42.000,24.89,17.63,,
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27 00:38:47,1.08,2017-12-28 02:33:42,0.65,2017-12-28 18:09:35,20.11,2018-01-17 20:43:29,21.84,32.97,0b0172eb0fd18479d29c3bc122c058c2,informatica_acessorios,150.0,22.0,13.0,15.0,5656537e588803a555b8eb41f07a944b,72015000,brasilia,DF,1.0,boleto,1.0,127.56,d1f24d1d504e27bee13b415e40daeab0,40055000,001ab0a7578dd66cd4b0a71f5b6e1e41,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42.000,24.89,17.63,,
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,2017-01-28 13:17:57,0.01,2017-01-28 13:32:16,4.1,2017-02-01 15:59:46,11.89,2017-02-13 13:17:47,16.0,50.45,777d2e438a1b645f3aec9bd57e92672c,cama_mesa_banho,950.0,45.0,15.0,35.0,4a3ca9315b744ce9f8e9374361493884,14940000,ibitinga,SP,1.0,credit_card,1.0,87.9,c6f624cf0e9908fe310d59a80350bea0,36240000,001dbc16dc51075e987543d23a0507c7,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2017-02-01 13:17:57.000,69.9,18.0,740372,36631
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,2018-03-26 17:42:53,0.01,2018-03-26 17:50:17,3.24,2018-03-29 23:32:44,7.79,2018-04-06 18:36:23,11.04,31.26,dbb67791e405873b259e4656bf971246,informatica_acessorios,207.0,17.0,12.0,13.0,9c0e69c7bf2619675bbadf47b43f655a,12230000,sao jose dos campos,SP,1.0,credit_card,3.0,95.0,b32ff8caad5902c55fa167e7dc77cc69,15768000,001b76dd48a5b1eee3e87778daa40df8,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,2018-04-02 17:50:17.000,81.99,13.01,667547,27742
0020262c8a370bd5a174ea6a2a267321,9ec353f970bdf785f6568724d9ea19aa,delivered,2017-11-28 09:32:49,0.02,2017-11-28 09:58:07,0.59,2017-11-29 00:09:20,3.51,2017-12-02 12:27:33,4.12,23.6,a5341e3f8155dbb3e62323d3ea289729,moveis,2850.0,40.0,5.0,44.0,ff063b022a9a0aab91bad2c9088760b7,09171000,santo andre,SP,1.0,credit_card,2.0,100.55,484689f7961df6e755f6373221aff64d,83280000,0020262c8a370bd5a174ea6a2a267321,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,2017-12-04 09:58:07.000,79.5,21.05,536925,26094
001e7ba991be1b19605ca0316e7130f9,b6a1445ee505f3a95c827e7a5188ad02,delivered,2017-03-18 11:47:37,0.0,2017-03-18 11:47:37,1.94,2017-03-20 10:14:45,8.17,2017-03-28 14:23:33,10.11,24.51,884fa3cd42986ba480ea2f8ae4e25ff7,informatica_acessorios,850.0,31.0,11.0,11.0,3340ef1913fb70d28420f6ceb685c339,87040000,maringa,PR,1.0,credit_card,10.0,213.21,100bf2da12cc1fd1b556507aa87bf3a1,79117000,001e7ba991be1b19605ca0316e7130f9,1,884fa3cd42986ba480ea2f8ae4e25ff7,3340ef1913fb70d28420f6ceb685c339,2017-03-23 11:47:37.000,195.0,18.21,,
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,2017-05-17 23:19:34,1.12,2017-05-19 02:15:20,0.33,2017-05-19 10:03:49,20.23,2017-06-08 15:34:07,21.68,32.03,30c01cc81c9eb80469371743813789cc,pet_shop,300.0,16.0,16.0,16.0,f45122a9ab94eb4f3f8953578bc0c560,13419000,piracicaba,SP,1.0,boleto,1.0,55.12,dc5aa19797b8fb7a4929ad109fb25553,48475000,001daeb0eddc45b999bad0801ad9d273,1,30c01cc81c9eb80469371743813789cc,f45122a9ab94eb4f3f8953578bc0c560,2017-05-25 02:15:20.000,38.33,16.79,2086731,105483
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,2018-02-27 17:46:23,1.38,2018-03-01 02:49:09,1.02,2018-03-02 03:12:49,20.66,2018-03-22 19:03:31,23.05,26.26,fe077ec80df6b4ee60bb4498d5ab1962,informatica_acessorios,200.0,16.0,15.0,15.0,87142160b41353c4e5fca2360caf6f92,90230000,porto alegre,RS,1.0,boleto,1.0,156.75,c01bed915357c68393943dd8b7a51655,72318000,002611a77fe03d076285fd4ca95db77c,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,2018-03-07 02:49:09.000,135.0,21.75,,
00259a44fcad3fc0474329e925d14fc3,7715f80f77f2ebf4583f97a0a6a7548b,delivered,2017-12-27 17:52:11,0.01,2017-12-27 17:59:35,1.16,2017-12-28 21:53:36,6.65,2018-01-04 13:32:46,7.82,25.26,0c4d0a08f95c7b7dc5dc7402bfdafd4c,informatica_acessorios,300.0,16.0,6.0,17.0,9f505651f4a6abe901a56cdc21508025,04102000,sao paulo,SP,1.0,credit_card,1.0,34.09,8a04e75a04c11b76156ef03b8ea45a18,31650000,00259a44fcad3fc0474329e925d14fc3,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,2018-01-03 17:59:35.000,19.99,14.1,,
00229e4e43f7a7e0b9dd819ad43268d3,655418b3cc52d17ccb5b4330a7f03197,delivered,2018-03-31 16:41:54,0.01,2018-03-31 16:50:11,2.24,2018-04-02 22:38:53,2.85,2018-04-05 19:02:44,5.1,25.3,13fcfc313dfb2217e5ee3000a702f9ef,esporte_lazer,450.0,36.0,18.0,18.0,c3cfdc648177fdbbbb35635a37472c53,80610000,curitiba,PR,1.0,credit_card,1.0,91.39,12d280dc9e8bf7888a3d2a8a8ae74f8d,09710000,00229e4e43f7a7e0b9dd819ad43268d3,1,13fcfc313dfb2217e5ee3000a702f9ef,c3cfdc648177fdbbbb35635a37472c53,2018-04-10 16:50:11.000,74.9,16.49,439864,21154
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,2017-08-15 02:45:18,0.01,2017-08-15 03:03:44,0.57,2017-08-15 16:40:22,9.11,2017-08-24 19:19:56,9.69,21.89,e19ddcc85537b41f22116c8d5425ef46,moveis,700.0,26.0,8.0,22.0,8a32e327fe2c1b3511609d81aaf9f042,02443000,sao paulo,SP,1.0,credit_card,4.0,45.09,87ae4c644c15d9c6b6f826dfec33b340,27273000,0020a222f55eb79a372d0efee3cca688,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,2017-08-21 03:03:44.000,29.99,15.1,,
